Shape Carat Cut Color Clarity Polish Symmetry "Lab Certification" Price
Round 0.30 "Very Good" M VS1 Excellent "Very Good" GIA $300
Round 0.30 "Very Good" M VS1 Excellent Excellent GIA $300
Round 0.20 "Very Good" E VVS1 "Very Good" Excellent GIA $300
Round 0.20 Excellent D VVS2 "Very Good" Excellent GIA $300
Round 0.32 "Very Good" G I1 "Very Good" "Very Good" GIA $300
Round 0.32 Excellent G I1 Excellent Excellent GIA $300
Pear 0.31 Fair E SI1 Excellent "Very Good" GIA $300
Round 0.22 Excellent I VVS1 Excellent Excellent GIA $300
Pear 0.30 "Very Good" I VS1 "Very Good" Good GIA $300
Round 0.18 Excellent E VVS1 Excellent "Very Good" GIA $300
Round 0.18 Excellent E VVS1 "Very Good" "Very Good" GIA $300
Round 0.18 Excellent E VVS1 Excellent "Very Good" GIA $300
Round 0.30 Good M VVS2 "Very Good" "Very Good" GIA $300
Round 0.30 Good K SI2 "Very Good" "Very Good" GIA $300
Round 0.40 "Very Good" M I1 "Very Good" Good GIA $300
Round 0.30 Fair F I1 "Very Good" Fair GIA $300
Round 0.30 "Very Good" K SI1 Excellent Excellent GIA $300
Round 0.30 Good L SI1 "Very Good" Good GIA $300
Round 0.20 Excellent E VS1 Excellent Excellent GIA $300
Round 0.20 Excellent E VS1 Excellent Excellent GIA $300
Round 0.19 Excellent E VVS1 Excellent Excellent GIA $300
Round 0.23 Excellent G VS1 "Very Good" "Very Good" GIA $300
Round 0.23 Excellent I VS2 Excellent Excellent GIA $300
Round 0.19 Excellent H VVS1 Excellent Excellent GIA $300
Round 0.30 Good L VS2 Excellent Excellent GIA $300
Round 0.30 Good L VS2 "Very Good" "Very Good" GIA $300
Round 0.23 Excellent H VVS2 Excellent "Very Good" GIA $300
Round 0.30 Excellent K VVS2 "Very Good" "Very Good" GIA $300
Round 0.23 Fair H VVS2 Excellent Fair GIA $300
Round 0.28 Fair K VVS2 "Very Good" Good GIA $300
Pear 0.30 Fair I VS1 Excellent Good GIA $300
Round 0.18 Excellent H IF Excellent Excellent GIA $300
Round 0.31 Excellent G I1 "Very Good" Excellent GIA $300
Round 0.30 Excellent K SI2 Excellent Excellent GIA $300
Round 0.34 Excellent L SI1 Excellent Excellent GIA $301
Round 0.18 "Very Good" E IF Excellent Excellent GIA $301
Round 0.30 "Very Good" H I1 Excellent "Very Good" GIA $301
Round 0.30 Excellent H I1 Excellent "Very Good" GIA $301
Round 0.18 Excellent E IF Excellent "Very Good" GIA $301
Round 0.30 "Very Good" M VVS1 Excellent "Very Good" GIA $301
Round 0.23 Excellent G SI1 Excellent "Very Good" GIA $301
Marquise 0.34 Excellent I VS1 "Very Good" "Very Good" GIA $301
Round 0.34 "Very Good" L VS1 Excellent "Very Good" GIA $301
Round 0.30 Fair D SI2 Excellent Good GIA $301
Round 0.30 Excellent G SI2 Excellent "Very Good" GIA $301
Round 0.32 Excellent M VS2 Excellent Excellent GIA $301
Round 0.31 Excellent K VS2 Excellent "Very Good" GIA $301
Round 0.37 Excellent M SI2 Excellent Excellent GIA $301
Round 0.23 Good E VS1 Good Fair GIA $301
Round 0.23 Fair E VS1 "Very Good" Fair GIA $301
Princess 0.20 "Very Good" E VVS2 "Very Good" "Very Good" GIA $301
Round 0.40 "Very Good" J I1 Excellent "Very Good" GIA $301
Round 0.30 "Very Good" K SI2 Excellent "Very Good" GIA $301
Round 0.30 "Very Good" K SI2 Excellent Good GIA $301
Round 0.30 "Very Good" K VS1 Excellent "Very Good" GIA $301
Round 0.30 "Very Good" L VS2 Excellent "Very Good" GIA $301
Round 0.30 Good J SI1 "Very Good" "Very Good" GIA $301
Round 0.23 Excellent F SI2 "Very Good" Excellent GIA $301
Pear 0.32 Excellent J VS1 Excellent "Very Good" GIA $301
Oval 0.30 Excellent D I1 Excellent "Very Good" GIA $301
Princess 0.30 "Very Good" J VS1 Good Fair GIA $301
Pear 0.26 Excellent E SI1 Excellent "Very Good" GIA $301
Round 0.30 "Very Good" E I1 Excellent "Very Good" GIA $301
Round 0.30 Good I SI2 Good Good GIA $301
Round 0.30 "Very Good" L VVS2 Excellent Good GIA $301
Round 0.20 "Very Good" E VS1 Good "Very Good" GIA $301
Round 0.22 Excellent E VS1 Excellent Excellent GIA $301
Round 0.30 Good G SI2 Excellent "Very Good" GIA $301
Pear 0.30 Excellent D SI2 Excellent "Very Good" GIA $301
Round 0.31 Excellent K VS2 Excellent Excellent GIA $301
Round 0.36 "Very Good" M SI1 Excellent Good GIA $301
Round 0.19 Excellent D VVS2 Excellent Excellent GIA $302
Round 0.19 Excellent E VVS2 Excellent Excellent GIA $302
Princess 0.32 Good G SI2 Good Fair GIA $302
Round 0.30 Excellent I I1 Excellent "Very Good" GIA $302
Round 0.30 Excellent I I1 "Very Good" Excellent GIA $302
Round 0.30 Excellent J SI2 Excellent Excellent GIA $302
Round 0.30 "Very Good" M VVS2 "Very Good" Good GIA $302
Round 0.30 Excellent G I1 "Very Good" Excellent GIA $302
Round 0.30 Excellent G I1 Excellent Excellent GIA $302
Round 0.30 "Very Good" G I1 Excellent "Very Good" GIA $302
Pear 0.31 Excellent J VVS1 "Very Good" Fair GIA $302
Round 0.23 Excellent J VVS2 Excellent Excellent GIA $302
Round 0.18 Excellent E VVS2 Excellent Excellent GIA $302
Round 0.19 Excellent D VVS1 "Very Good" Excellent GIA $302
Round 0.31 Excellent L VS1 Excellent Excellent GIA $302
Round 0.20 Excellent G VVS1 Excellent Excellent GIA $302
Pear 0.40 Good K VS2 "Very Good" Good GIA $302
Cushion 0.35 Excellent K VS1 "Very Good" "Very Good" GIA $302
Round 0.30 "Very Good" K SI1 "Very Good" Good GIA $302
Round 0.37 Excellent M SI2 Excellent Excellent GIA $302
Round 0.30 "Very Good" K VS1 Excellent "Very Good" GIA $302
Round 0.19 Excellent F VS2 Excellent Excellent GIA $302
Round 0.18 Excellent D VVS2 Excellent "Very Good" GIA $302
Round 0.18 Excellent E VVS2 Excellent "Very Good" GIA $302
Round 0.34 "Very Good" M VS1 "Very Good" Excellent GIA $302
Round 0.31 Excellent L SI1 Excellent Excellent GIA $302
Round 0.30 Excellent I SI1 "Very Good" "Very Good" GIA $302
Round 0.30 Excellent K VS2 "Very Good" "Very Good" GIA $302
Round 0.30 Good K VS1 Excellent Good GIA $302
Round 0.20 "Very Good" F VS2 "Very Good" "Very Good" GIA $302
Marquise 0.40 Fair L SI1 "Very Good" Good GIA $302
Round 0.27 Good H SI2 Good Good GIA $302
Round 0.31 Good M VVS2 "Very Good" "Very Good" GIA $302
Round 0.30 "Very Good" J SI2 "Very Good" "Very Good" GIA $302
Round 0.23 Excellent G VS2 Excellent "Very Good" GIA $302
Round 0.30 "Very Good" J I1 Excellent "Very Good" GIA $303
Round 0.19 Excellent D VVS2 "Very Good" Excellent GIA $303
Round 0.35 "Very Good" K VVS2 Excellent Good GIA $303
Princess 0.23 Fair E VVS2 Excellent Good GIA $303
Round 0.30 "Very Good" G I1 Excellent Excellent GIA $303
Round 0.30 Excellent K SI1 Excellent Excellent GIA $303
Round 0.30 "Very Good" K SI1 Good Good GIA $303
Round 0.30 "Very Good" K SI1 "Very Good" "Very Good" GIA $303
Pear 0.31 "Very Good" F SI2 Excellent Excellent GIA $303
Round 0.30 Excellent J SI2 Excellent Excellent GIA $303
Round 0.31 "Very Good" M VVS2 "Very Good" "Very Good" GIA $303
Round 0.21 Good E VS1 "Very Good" Good GIA $303
Pear 0.30 Good G SI1 Excellent Good GIA $303
Round 0.20 Excellent E VVS2 Excellent Excellent GIA $303
Round 0.18 Excellent D VVS2 "Very Good" "Very Good" GIA $303
Round 0.23 Excellent H VS2 "Very Good" "Very Good" GIA $303
Round 0.30 Excellent J I1 Excellent Excellent GIA $303
Princess 0.30 "Very Good" E I1 Excellent "Very Good" GIA $303
Round 0.40 Good L I1 "Very Good" Good GIA $303
Oval 0.26 Fair G VS1 Good Fair GIA $303
Round 0.20 Excellent D VVS2 "Very Good" "Very Good" GIA $303
Pear 0.43 Excellent M VS1 Excellent "Very Good" GIA $303
Round 0.18 Excellent E VVS1 Excellent "Very Good" GIA $303
Round 0.18 Excellent E VVS1 "Very Good" "Very Good" GIA $303
Round 0.21 Excellent E VS2 Excellent Excellent GIA $303
Cushion 0.30 Excellent J VS2 "Very Good" "Very Good" GIA $303
Round 0.30 "Very Good" L VS1 "Very Good" "Very Good" GIA $303
Round 0.40 "Very Good" M I1 "Very Good" "Very Good" GIA $303
Round 0.31 "Very Good" H SI2 Good "Very Good" GIA $303
Round 0.30 Good E I1 Excellent "Very Good" GIA $303
Round 0.30 "Very Good" I SI2 "Very Good" "Very Good" GIA $303
Round 0.18 Excellent E VVS1 Excellent Excellent GIA $303
Round 0.30 Good I SI2 "Very Good" Good GIA $303
Round 0.18 Excellent F IF "Very Good" "Very Good" GIA $303
Round 0.30 Excellent L VVS2 Excellent "Very Good" GIA $303
Round 0.18 Excellent E VVS1 Excellent Excellent GIA $303
Round 0.18 Excellent F IF "Very Good" Excellent GIA $304
Round 0.18 Excellent E VVS1 "Very Good" Excellent GIA $304
Round 0.41 "Very Good" M I1 "Very Good" "Very Good" GIA $304
Pear 0.32 Excellent J VVS2 Good Good GIA $304
Round 0.30 Excellent K VS1 "Very Good" Excellent GIA $304
Pear 0.31 Excellent J VVS2 Excellent "Very Good" GIA $304
Round 0.30 "Very Good" K SI2 Excellent Excellent GIA $304
Round 0.19 Excellent G VVS1 Excellent Excellent GIA $304
Round 0.19 Excellent G VVS1 Excellent Excellent GIA $304
Round 0.19 Excellent H IF Excellent Excellent GIA $304
Round 0.30 Excellent G I1 Excellent Excellent GIA $304
Round 0.30 Excellent G I1 Excellent Excellent GIA $304
Round 0.31 "Very Good" L VS1 "Very Good" "Very Good" GIA $304
Round 0.30 "Very Good" E I1 Excellent Excellent GIA $304
Marquise 0.27 Excellent D SI2 Good Good GIA $304
Princess 0.30 "Very Good" F I1 Excellent "Very Good" GIA $304
Marquise 0.35 "Very Good" J VS2 "Very Good" Good GIA $304
Round 0.22 Excellent E SI1 Excellent "Very Good" GIA $304
Round 0.30 Excellent K VS1 Excellent Excellent GIA $304
Round 0.24 Good I VS2 "Very Good" Good GIA $304
Oval 0.33 Good I VS2 "Very Good" "Very Good" GIA $304
Round 0.18 Excellent D VVS1 Excellent Excellent GIA $304
Pear 0.33 Excellent H SI2 "Very Good" "Very Good" GIA $304
Round 0.35 "Very Good" I I1 "Very Good" "Very Good" GIA $304
Round 0.34 Excellent J SI2 Excellent Excellent GIA $304
Marquise 0.31 Good D I1 "Very Good" Good GIA $304
Round 0.31 "Very Good" M VS1 "Very Good" "Very Good" GIA $304
Round 0.31 Excellent L VS2 "Very Good" Excellent GIA $304
Round 0.30 Good L VS2 Excellent "Very Good" GIA $304
Princess 0.30 "Very Good" G SI1 Good Fair GIA $305
Round 0.19 Excellent F IF Excellent Excellent GIA $305
Round 0.18 Excellent F VVS2 Excellent "Very Good" GIA $305
Round 0.18 Excellent F VVS2 Excellent "Very Good" GIA $305
Round 0.18 Excellent E VVS1 Excellent Excellent GIA $305
Round 0.18 Excellent F VVS1 Excellent "Very Good" GIA $305
Round 0.18 Excellent F VVS1 "Very Good" "Very Good" GIA $305
Round 0.18 Excellent E VVS1 Excellent Excellent GIA $305
Round 0.18 "Very Good" F VVS1 Excellent Excellent GIA $305
Round 0.18 Excellent E VVS1 Excellent Excellent GIA $305
Round 0.18 Excellent E VVS2 Excellent "Very Good" GIA $305
Round 0.37 "Very Good" K SI2 Good Good GIA $305
Round 0.31 Good M VS1 Good Good GIA $305
Round 0.30 Excellent H I1 Excellent Excellent GIA $305
Round 0.30 Excellent K VVS1 "Very Good" "Very Good" GIA $305
Round 0.30 "Very Good" M SI1 "Very Good" "Very Good" GIA $305
Round 0.30 Excellent K VS2 Excellent "Very Good" GIA $305
Round 0.20 Excellent H VVS1 Excellent Excellent GIA $305
Round 0.19 Excellent F VS2 Excellent Excellent GIA $305
Round 0.20 Excellent F IF Excellent "Very Good" GIA $305
Round 0.32 Excellent G I1 "Very Good" "Very Good" GIA $305
Round 0.31 "Very Good" L SI2 Excellent "Very Good" GIA $305
Round 0.30 Good G I1 Good Good GIA $305
Princess 0.23 Good G VVS2 Good Fair GIA $305
Round 0.23 "Very Good" G SI1 Good Good GIA $305
Round 0.30 Fair K VS2 Excellent Good GIA $305
Round 0.30 "Very Good" K VVS2 "Very Good" "Very Good" GIA $305
Round 0.30 Excellent K VS1 Excellent Excellent GIA $305
Round 0.18 Good E VVS1 "Very Good" Good GIA $305
Round 0.19 Excellent D VS2 "Very Good" "Very Good" GIA $305
Round 0.19 Excellent F VS1 "Very Good" "Very Good" GIA $305
Round 0.19 Excellent D VS1 Excellent "Very Good" GIA $305
Round 0.18 Excellent E IF Excellent "Very Good" GIA $305
Round 0.19 Excellent E VS2 Excellent Excellent GIA $305
Pear 0.40 Excellent I SI1 Excellent "Very Good" GIA $305
Pear 0.35 Excellent I SI1 "Very Good" "Very Good" GIA $305
Round 0.19 Excellent F VS1 Excellent Excellent GIA $305
Round 0.19 Excellent F VS1 Excellent Excellent GIA $305
Round 0.33 Excellent K SI2 Excellent Excellent GIA $305
Round 0.40 "Very Good" M SI2 "Very Good" Excellent GIA $305
Round 0.30 "Very Good" M VS1 Good Good GIA $305
Round 0.30 Excellent M VS1 "Very Good" "Very Good" GIA $305
Round 0.30 Good F I1 Excellent "Very Good" GIA $305
Round 0.32 Excellent H I1 Excellent Excellent GIA $305
Round 0.43 "Very Good" M VVS1 Excellent "Very Good" GIA $305
Round 0.31 Excellent J SI2 Excellent Excellent GIA $305
Round 0.30 Excellent M VVS1 Excellent "Very Good" GIA $305
Round 0.30 "Very Good" K VS1 "Very Good" "Very Good" GIA $305
Round 0.37 Excellent K I1 "Very Good" "Very Good" GIA $305
Round 0.18 Excellent E VVS1 Excellent Excellent GIA $305
Round 0.23 Excellent F SI1 Excellent Excellent GIA $305
Round 0.20 "Very Good" H VVS2 Excellent "Very Good" GIA $305
Round 0.37 Excellent L SI2 Excellent Excellent GIA $305
Princess 0.41 Good M VS2 Good Fair GIA $306
Round 0.30 Excellent M VVS1 Excellent Excellent GIA $306
Round 0.34 "Very Good" L VS1 Excellent Excellent GIA $306
Round 0.30 Excellent K VVS2 Excellent "Very Good" GIA $306
Round 0.30 Good F SI2 Good Fair GIA $306
Round 0.30 Good F SI2 Good Excellent GIA $306
Round 0.30 Good F SI2 Excellent Good GIA $306
Round 0.30 Fair L VVS1 "Very Good" Good GIA $306
Emerald 0.30 Excellent I VVS2 Good Fair GIA $306
Princess 0.30 Excellent J SI1 Excellent "Very Good" GIA $306
Pear 0.30 Good E SI1 "Very Good" Good GIA $306
Round 0.23 "Very Good" G VS1 Good "Very Good" GIA $306
Round 0.22 Excellent G VVS1 Excellent Excellent GIA $306
Round 0.32 Excellent G I1 Excellent Excellent GIA $306
Oval 0.26 Good E VS2 Good Good GIA $306
Round 0.20 Excellent G VVS1 Excellent "Very Good" GIA $306
Round 0.19 Excellent D VVS1 Excellent Excellent GIA $306
Round 0.37 Excellent G I1 "Very Good" "Very Good" GIA $306
Round 0.19 Good F VVS2 Good Fair GIA $306
Round 0.22 Excellent H VVS1 Excellent Excellent GIA $306
Round 0.18 Excellent F VVS2 "Very Good" Excellent GIA $306
Round 0.18 Excellent F VVS2 Excellent Excellent GIA $306
Round 0.18 Excellent F VVS1 Excellent Excellent GIA $306
Round 0.21 Excellent D VS2 Excellent Excellent GIA $306
Round 0.33 "Very Good" M VS2 "Very Good" "Very Good" GIA $306
Round 0.24 "Very Good" F SI1 "Very Good" Good GIA $306
Round 0.30 Excellent J SI1 Excellent Excellent GIA $306
Round 0.30 Good K VS1 Excellent "Very Good" GIA $306
Round 0.36 "Very Good" M VS1 "Very Good" "Very Good" GIA $306
Round 0.30 Good M VVS1 Excellent Excellent GIA $306
Round 0.18 Excellent E IF Excellent Excellent GIA $307
Round 0.30 Excellent L VS1 Excellent Excellent GIA $307
Pear 0.36 Good J SI2 Good Good GIA $307
Round 0.19 Excellent D VS1 Excellent Excellent GIA $307
Emerald 0.29 Fair E SI1 Good Fair GIA $307
Pear 0.30 Excellent J VS2 Excellent "Very Good" GIA $307
Round 0.24 Excellent K VVS2 Excellent Excellent GIA $307
Round 0.32 Good G SI2 "Very Good" Good GIA $307
Round 0.30 Excellent I SI2 Excellent Excellent GIA $307
Round 0.23 "Very Good" H VS1 "Very Good" "Very Good" GIA $307
Round 0.30 Good K VVS2 "Very Good" "Very Good" GIA $307
Round 0.20 Excellent D VVS2 Excellent "Very Good" GIA $307
Round 0.20 Excellent G VS1 Excellent Excellent GIA $307
Cushion 0.33 Excellent K VVS1 "Very Good" Good GIA $307
Round 0.30 "Very Good" M VS2 "Very Good" "Very Good" GIA $307
Pear 0.30 "Very Good" D I1 Good Good GIA $307
Pear 0.30 Fair G VS1 "Very Good" Good GIA $307
Round 0.30 Excellent G SI2 "Very Good" "Very Good" GIA $307
Round 0.30 Fair H I1 Good Good GIA $307
Round 0.41 Excellent M VS1 "Very Good" Excellent GIA $307
Round 0.38 "Very Good" M SI1 Excellent Good GIA $307
Round 0.33 Excellent K SI2 Excellent "Very Good" GIA $307
Marquise 0.31 "Very Good" J VS2 Good Good GIA $307
Round 0.30 Excellent K VS2 Excellent "Very Good" GIA $307
Round 0.18 Excellent F VVS2 "Very Good" Excellent GIA $307
Round 0.18 Excellent E VVS1 "Very Good" "Very Good" GIA $307
Pear 0.30 Good E I1 "Very Good" Good GIA $307
Round 0.23 Excellent F SI1 Excellent Excellent GIA $307
Round 0.30 Excellent I SI2 "Very Good" "Very Good" GIA $307
Round 0.30 Good L VS2 Excellent "Very Good" GIA $307
Round 0.18 Excellent E VS1 Excellent Excellent GIA $307
Round 0.18 Excellent E VS1 Excellent Excellent GIA $307
Round 0.34 Excellent M VS1 "Very Good" Excellent GIA $307
Round 0.25 Good E SI1 "Very Good" Excellent GIA $307
Round 0.35 Good L SI2 "Very Good" Excellent GIA $307
Princess 0.24 "Very Good" H VS2 Good Good GIA $307
Pear 0.30 Excellent D I1 Excellent Good GIA $307
Round 0.22 Excellent E VS2 Excellent Excellent GIA $307
Round 0.21 Excellent G VVS2 Excellent Excellent GIA $308
Round 0.23 Excellent H VS1 Excellent Excellent GIA $308
Round 0.32 Excellent L SI2 Excellent Excellent GIA $308
Round 0.30 "Very Good" L VS2 Excellent Excellent GIA $308
Round 0.30 "Very Good" M VS1 "Very Good" Good GIA $308
Marquise 0.30 "Very Good" D I1 "Very Good" "Very Good" GIA $308
Round 0.19 Excellent F VVS1 Excellent Excellent GIA $308
Round 0.35 Excellent K SI2 Excellent Excellent GIA $308
Round 0.18 Excellent E IF Excellent Excellent GIA $308
Round 0.30 Excellent K VS2 Excellent "Very Good" GIA $308
Round 0.30 "Very Good" I SI2 Excellent Good GIA $308
Round 0.40 Excellent L VVS2 Excellent "Very Good" GIA $308
Round 0.31 "Very Good" J SI2 "Very Good" "Very Good" GIA $308
Pear 0.30 "Very Good" I VS1 Excellent "Very Good" GIA $308
Round 0.20 Excellent F VS2 Excellent Excellent GIA $308
Oval 0.25 Good D VS1 "Very Good" Good GIA $308
Oval 0.25 Excellent D VS1 "Very Good" Good GIA $308
Oval 0.25 Excellent E VS1 "Very Good" Good GIA $308
Round 0.30 Excellent K SI2 "Very Good" "Very Good" GIA $308
Round 0.32 Excellent I I1 Excellent Excellent GIA $308
Round 0.24 Good G VS2 "Very Good" Good GIA $308
Round 0.19 Excellent D VVS1 Excellent Excellent GIA $308
Round 0.19 Excellent D VVS1 Excellent Excellent GIA $308
Round 0.19 Excellent D VVS1 Excellent Excellent GIA $308
Round 0.19 Excellent D VVS1 Excellent Excellent GIA $308
Round 0.19 Excellent D VVS1 Excellent Excellent GIA $308
Cushion 0.31 Excellent J SI1 "Very Good" "Very Good" GIA $308
Round 0.19 Excellent H VVS2 Excellent "Very Good" GIA $308
Round 0.21 Excellent D VVS2 "Very Good" "Very Good" GIA $308
Round 0.40 Good M VS2 "Very Good" "Very Good" GIA $308
Pear 0.30 Excellent I VS2 "Very Good" Good GIA $308
Round 0.30 Excellent K SI1 Excellent Excellent GIA $308
Round 0.18 Excellent E VVS1 Excellent "Very Good" GIA $308
Round 0.18 Excellent E VVS1 "Very Good" Excellent GIA $308
Round 0.18 Excellent E VVS1 Excellent "Very Good" GIA $308
Round 0.18 Excellent E VVS1 Excellent "Very Good" GIA $308
Round 0.19 Excellent D VS2 Excellent Excellent GIA $308
Round 0.19 Excellent F VVS1 Excellent Excellent GIA $309
Round 0.23 Excellent G VS2 Excellent Excellent GIA $309
Round 0.30 Excellent M VVS1 Excellent Excellent GIA $309
Round 0.20 Excellent E VVS1 Excellent "Very Good" GIA $309
Round 0.30 Excellent K VS1 Excellent Excellent GIA $309
Pear 0.31 "Very Good" I VVS2 "Very Good" Good GIA $309
Round 0.30 "Very Good" I SI2 "Very Good" "Very Good" GIA $309
Round 0.19 Excellent E VVS1 Excellent "Very Good" GIA $309
Round 0.30 "Very Good" F I1 Excellent Excellent GIA $309
Round 0.30 Excellent F I1 "Very Good" "Very Good" GIA $309
Round 0.30 Excellent H I1 Excellent "Very Good" GIA $309
Round 0.30 "Very Good" K VS2 Excellent Good GIA $309
Round 0.30 "Very Good" J SI2 Excellent "Very Good" GIA $309
Round 0.33 "Very Good" L SI1 Excellent Excellent GIA $309
Round 0.37 "Very Good" J I1 "Very Good" "Very Good" GIA $309
Round 0.30 Excellent K SI1 Excellent "Very Good" GIA $309
Round 0.21 "Very Good" E VS2 "Very Good" "Very Good" GIA $309
Round 0.21 Excellent E VS2 "Very Good" Excellent GIA $309
Pear 0.24 "Very Good" H IF Excellent Good GIA $309
Round 0.30 Excellent K VS1 Excellent "Very Good" GIA $309
Radiant 0.25 "Very Good" F VVS2 Excellent "Very Good" GIA $309
Round 0.19 Excellent E VVS1 "Very Good" Excellent GIA $309
Round 0.19 Excellent E VVS1 "Very Good" "Very Good" GIA $309
Round 0.19 Excellent H VVS1 Excellent Excellent GIA $309
Round 0.19 Excellent G VVS1 Excellent Excellent GIA $309
Round 0.30 Good L VS2 Excellent Good GIA $309
Round 0.30 Good K SI1 Excellent "Very Good" GIA $309
Round 0.32 Excellent L IF Excellent "Very Good" GIA $309
Round 0.23 Excellent H VS2 Excellent Excellent GIA $309
Princess 0.28 "Very Good" J VS1 "Very Good" Good GIA $309
Round 0.30 Excellent L SI1 "Very Good" Excellent GIA $309
Round 0.23 Excellent I VVS2 Excellent Excellent GIA $309
